,Company URL,Company Description,Date Victimised ,Number of Clicks,Status,Company_Country,Industry_Type,Personal Identifiable Information (PII),Financial Data,Healthcare Information,Employee and HR Data,Intellectual Property and Trade Secrets,Customer and Client Data,Legal Documents,Government and Defense Information,Educational Data,Credentials and Access Information,Databases,Website Data,Backup Data,Video and Surveillance Footage,Social Media Data,Utility and Infrastructure Data,Sensitive Communication
378,stuertz.com,Stürtz designs and manufactures a wide variety of window manufacturing solutions today and looks forward to developing new solutions as our markets continue to mature.,"22 APR, 2023 06:05 UTC",23099,Published,United States,Machinery Manufacturing,,,,,,,,,,,,,,,,,
379,olympia.org,"Please forgive me for allowing the attack on small innocent children, the stolen data has been deleted, to get the decryptor please give me the decryption id. I am very ashamed, but I can not control all partners, anyone can join my affiliate program...","26 APR, 2023 21:40 UTC",20852,Published,,,,,,,,,,,,,,,,,,,
380,keystonesmiles.org,"Please forgive me for allowing the attack on small innocent children, the stolen data has been deleted, to get the decryptor please give me the decryption id. I am very ashamed, but I can not control all partners, anyone can join my affiliate program...","26 APR, 2023 21:35 UTC",20523,Published,United States,Non-profit Organizations,,,,,,,,,,,,,,,,,
381,bg2i.fr,Bg2i is a company that operates in the Professional Training & Coaching industry. It employs 11-20 people and has $1M-$5M of revenue. The company is headquartered in France,"26 APR, 2023 17:23 UTC",20566,Published,,,,,,,,,,,,,,,,,,,
382,cdcbmestihl.com,"CDC BME STIHL Distributor is a distributor of STIHL outdoor power equipment. Marble Hill, Missouri, United States","26 APR, 2023 16:57 UTC",20032,Published,,Wholesale,,,,,,,,,,,,,,,,,
383,fsdc.org.hk,Credit Cards & Transaction Processing Financial Services Development Council is a company that operates in the Financial Services industry. It employs 11-20 people and has $10M-$25M of revenue. The company is headquartered in Hong Kong.,"26 APR, 2023 16:49 UTC",20331,Published,中国,Financial Services,,,,,,,,,,,,,,,,,
384,silbon.es,"SILBON is a men's fashion brand. It is geared towards updating classic men’s style, with a focus on formalwear. The company also has an online store that provides services internationally. Ven y descubre todas las secciones de nuestro blog: Stree...","26 APR, 2023 16:26 UTC",19899,Published,,,,,,,,,,,,,,,,,,,
385,imanor.gov.ma,Institut Marocain de Normalisation IMANOR,"25 APR, 2023 15:21 UTC",20293,Published,,Chemical Manufacturing,,,,,,,,,,,,,,,,,
386,gruponutresa.com,"Grupo Nutresa, formerly Grupo Nacional de Chocolates S.A. is a food-processing conglomerate headquartered in Medellín, Colombia. The group's principal activities are producing, distributing, and selling cold cuts, biscuits, chocolates, coffee, ice cr...","24 APR, 2023 21:13 UTC",19971,Published,Colombia,Servicios de alimentos y bebidas,,,,,,,,,,,,,,,,,
387,logicalsolutions.bc.ca,"Logical Solutions is a full service systems contractor and integrator that employ trained sales people, systems specialists, field technicians and project managers. We handle communications projects from conceptual design to complete and operational...","24 APR, 2023 18:24 UTC",20203,Published,,Software Development,,,,,,,,,,,,,,,,,
388,conver-pack.com,"ConverPack is a leading global manufacturer of single-use hot and cold paper cups and accessories. Since 2010, we have provided our customers with the highest quality and most cost-effective wholesale paper products made in the United States. Locate...","24 APR, 2023 18:04 UTC",15756,Published,United States,Packaging and Containers Manufacturing,,,,,,,,,,,,,,,,,
389,abro.se,136gb,"24 APR, 2023 13:04 UTC",8118,Published,,Motor Vehicle Manufacturing,,,,,,,,,,,,,,,,,
390,baffetmateriaux.fr,Chain selling construction and DIY materials and interior and exterior fittings.,"24 APR, 2023 09:21 UTC",17193,Published,France,Wholesale Building Materials,,,,,,,,,,,,,,,,,
391,tiger.jp,"Tiger Corporation (lit= Tiger Vacuum Flask [Magic-jar] Corporation) is a Japanese manufacturer that applies vacuum insulation and heat control technology to consumer electronic appliances. Their headquarters are located in Kadoma City in Osaka, Japan","24 APR, 2023 06:05 UTC",21459,Published,Singapore,Financial Services,,,,,,,,,,,,,,,,,
392,kse.org.kw,The Kuwait Society of Engineers is an independent professional society that represents engineers in Kuwait,"24 APR, 2023 05:58 UTC",20704,Published,,,,,,,,,,,,,,,,,,,
393,yateemgroup.com,"Yateem Optician has been in the vision care industry for over a century now. Spread across the Middle East with over 80 state-of-the-art showrooms, we cater to a diverse clientele. Experienced optometrists, availability of quality ophthalmic lenses","24 APR, 2023 05:52 UTC",16727,Published,الإمارات العربية المتحدة,Retail,,,,,,,,,,,,,,,,,
394,apolloscientific.co.uk,"Specialists in the manufacture and supply of aromatic, heterocyclic and aliphatic compounds, fluorochemicals and life sciences reagents, offering unrivalled service and expertise in the sourcing and manufacture of available and novel products.","24 APR, 2023 05:41 UTC",16658,Published,,,,,,,,,,,,,,,,,,,
395,gpglobal.com,"GP Global enables economic development by offering bespoke solutions to satisfy the commodity needs of businesses and communities worldwide. GP Global is an integrated energy services provider, product manufacturer and a recognised brand globally.","24 APR, 2023 05:32 UTC",16561,Published,الإمارات العربية المتحدة,Oil and Gas,,,,,,,,,,,,,,,,,
396,esinsa.com,Esinsa is a company that operates in the Machinery industry. It employs 21-50 people and has $10M-$25M of revenue.,"24 APR, 2023 05:20 UTC",19631,Published,Guatemala,Fabricación de maquinaria de automatización,,,,,,,,,,,,,,,,,
397,bigc.co.th,"Big C is a grocery and general merchandising retailer headquartered in Bangkok, Thailand. Big C is as of 2016 Thailand's second-largest hypermarket operator after Lotus's. It has operations in four countries, namely Thailand, Vietnam, Laos and Camb...","24 APR, 2023 05:00 UTC",25575,Published,ประเทศไทย,การค้าปลีก,,,,,,,,,,,,,,,,,
398,garrottbros.com,"Since 1950 the Garrott family has owned and operated the ready mix business in middle TN. Starting from just 2 mixers, Garrott Bros Ready Mix has grown into a multi plant and mixer operation. We look forward to continued growth and support by leading...","23 APR, 2023 13:39 UTC",16417,Published,United States,Construction,,,,,,,,,,,,,,,,,
399,tf-amd.com.my,"TF-AMD Microelectronics (Penang) Sdn. Bhd. (formerly known as AMD Export Sdn. Bhd.) located in Penang, Malaysia is one of the state-of-art Assembly and Test service provider for high performance computing and communication solutions. As one of the pi...","06 APR, 2023 01:42 UTC",31060,Published,Malaysia,Semiconductor Manufacturing,,,,,,,,,,,,,,,,,
400,soapro.ao,"The Soapro Group is an Angolan Group with 29 years of experience in the fields of architecture, engineering, urban planning and environment, operating in the areas of studies and projects, construction management, consulting and auditing..","21 APR, 2023 08:07 UTC",21522,Published,Angola,Civil Engineering,,,,,,,,,,,,,,,,,
401,pkffinconta.ro,"The PKF Finconta Group consists of four companies with Romanian capital: PKF Finconta, PKF Finconta Consultanță, PKF Finconta HR, and Finconta Consulting SPRL, members of the national professional bodies CECCAR, CAFR, CCFR and UNPIR. Through these co...","21 APR, 2023 08:06 UTC",17297,Published,România,Financial Services,,,,,,,,,,,,,,,,,
402,ibp.com.br,"Founded in 1971, Indústria de Bebidas Paris began its history called Caninha da Roça Indústria e Comércio Ltda, for developing Caninha da Roça cachaça, currently the most consumed caninha in Rio de Janeiro. It was only in 1998 that the company was re...","21 APR, 2023 07:49 UTC",20968,Published,,,,,,,,,,,,,,,,,,,
403,soshin.co.jp,"Soshin Electric has been providing capacitors, filters, circuit parts, etc. to the market for 84 years since its establishment. These are used in a wide range of fields, from various power infrastructures and industrial equipment to personal terminal...","21 APR, 2023 07:44 UTC",22210,Published,,,,,,,,,,,,,,,,,,,
404,hammondlumber.com,"Hammond Lumber Company was founded in 1953 by Skip and Verna Hammond with a single sawmill. Today, our 4th generation family business carries a full line of building materials, millwork, kitchen/bath/flooring, home planning design centers and a quali...","21 APR, 2023 07:07 UTC",17444,Published,United States,Wholesale Building Materials,,,,,,,,,,,,,,,,,
405,tubosreunidosgroup.com,"We develop and manufacture seamless steel tubes in stainless steel, high-alloy and carbon grades for all processes and requirements.","20 APR, 2023 22:29 UTC",17451,Published,,,,,,,,,,,,,,,,,,,
406,telepizza.com,Part1: http://wgsobyvl6swhmr6buwxhhoqxrlcti6j7e2wlensfpoce52erwudktdyd.onion/telepizza/telepizza_part1.zip,"20 APR, 2023 06:19 UTC",18552,Published,España,Hospitality,,,,,,,,,,,,,,,,,
407,intuview.com,"IntuView is an innovative software company, dedicated to development of ""artificial intuition"" software for real-time analysis of unstructured text in domains relating to Homeland Security and Counter-Terrorism and semantic analysis of data carrying...","19 APR, 2023 19:30 UTC",17535,Published,ישראל,Software Development,,,,,,,,,,,,,,,,,
408,sommer.eu,SOMMER is one of Europe's leading manufacturers of high-quality garage door openers and wireless control systems. The SOMMER Group is active globally with its own branch offices and representatives. Our hardware and software is developed completely...,"19 APR, 2023 10:27 UTC",7354,Published,Brasil,Design Services,,,,,,,,,,,,,,,,,
409,sbhc.us,"Southwest Behavioral Health Center (SBHC), created in 1986, is a public provider of comprehensive, integrated mental health and addiction services, offering outpatient, residential, school-based, and community-based programs and services to individua...","19 APR, 2023 10:02 UTC",17476,Published,United States,Pharmaceutical Manufacturing,,,,,,,,,,,,,,,,,
410,islandinsurance.ca,"Island Insurance is owned and operated by Gurpreet Khaira, Balwinder Khaira, and Harjinder Basra. Staff consists of level 2 brokers and have over 50 years of combined experience in the insurance business.","19 APR, 2023 03:57 UTC",16989,Published,United States,Insurance,,,,,,,,,,,,,,,,,
411,mangiainc.com,"Mangia, Inc.™ is an Italian producer and exporter of Italian tomatoes and beans produced in Italy and sold through food service & retail distributors.","19 APR, 2023 02:59 UTC",17201,Published,,,,,,,,,,,,,,,,,,,
412,thesoftwareconsultinggroup.com,"SCG is an independent licensing advisory firm that helps private and public organizations around the world understand, navigate and manage their software licensing. Our leading services and solutions reduce your costs, mitigate risk, and improve oper...","18 APR, 2023 00:33 UTC",23403,Published,Canada,Business Consulting and Services,,,,,,,,,,,,,,,,,
413,mitchcointernational.com,"Mitchco International is a privately owned defense contractor focused on providing staffing and food service support to military facilities throughout the United States. Mitchco International based in Louisville, KY, and offer food service support to...","17 APR, 2023 23:49 UTC",3665,Published,United States,Food and Beverage Services,,,,,,,,,,,,,,,,,
414,hkiff.org.hk,"The Hong Kong International Film Festival Society (HKIFFS) is a charitable, non-profit and non-governmental organisation dedicated to the discovery and promotion of creativity in the art and culture of film.","17 APR, 2023 13:59 UTC",17724,Published,,"Movies, Videos, and Sound",,,,,,,,,,,,,,,,,
415,joriszorg.nl,100gb,"17 APR, 2023 13:40 UTC",18616,Published,Nederland,Ziekenhuizen en gezondheidszorg,,,,,,,,,,,,,,,,,
416,pinelandschool.org,64gb,"17 APR, 2023 13:36 UTC",3573,Published,United States,,,,,,,,,,,,,,,,,,
417,psenergy.com,first part of data,"17 APR, 2023 13:31 UTC",18332,Published,Singapore,Oil and Gas,,,,,,,,,,,,,,,,,
418,brl.fr,"BRL Ingénierie is a subsidiary company belonging to the BRL Group, originally founded in 1955 to support the economic development of the Languedoc-Roussillon region in southern France by designing, building and managing large-scale water infrastructu...","17 APR, 2023 07:46 UTC",17408,Published,,,,,,,,,,,,,,,,,,,
419,hacla.org,HACLA PART 3 [541 GB] | The Housing Authority of the City of Los Angeles (HACLA),"15 APR, 2023 12:00 UTC",18133,Published,,,,,,,,,,,,,,,,,,,
420,sandycove.org,full of data,"14 APR, 2023 05:42 UTC",19624,Published,,Hospitality,,,,,,,,,,,,,,,,,
421,elsan.care,next part of data 145gb,"14 APR, 2023 05:29 UTC",22506,Published,,,,,,,,,,,,,,,,,,,
422,moci.gov.kw,11782 files,"14 APR, 2023 05:27 UTC",21616,Published,België / Belgique / Belgien,Restaurants,,,,,,,,,,,,,,,,,
423,vanderkaay.com,"We’re Passionate About Connecting Investors and Business Owners Vander Kaay is a middle-market M&A intermediary specializing in buy-side deal origination for premier private equity, strategic and family office investors. We source, qualify and intro...","14 APR, 2023 05:24 UTC",18029,Published,United States,Financial Services,,,,,,,,,,,,,,,,,
424,aristopharma.com,full. Aristopharma Ltd. is one of the top 10 pharmaceutical companies in Bangladesh. The company started its journey in 1986 with the honest promise to provide quality medicines at affordable prices to the countrymen. Arisopharma now owns two plants...,"14 APR, 2023 05:23 UTC",18177,Published,বাংলাদেশ,Pharmaceutical Manufacturing,,,,,,,,,,,,,,,,,
425,crystalcreamery.com,First part of data,"14 APR, 2023 05:13 UTC",17803,Published,,,,,,,,,,,,,,,,,,,
426,dmos.com,full data,"14 APR, 2023 05:12 UTC",18737,Published,Deutschland,Semiconductor Manufacturing,,,,,,,,,,,,,,,,,
427,homeandhearthealth.com,"I apologize for attacking your medical facility and issue a free decryptor, the partner who attacked you is blocked. http://lockbitfile2tcudkcqqt2ve6btssyvqwlizbpv5vz337lslmhff2uad.onion/r/jVSadFeWyJ#qH8hVa3hIF/nzdKjgwoY4i9j4OSZM/tfYjEdgrkpT8I=","13 APR, 2023 20:59 UTC",18391,Published,,Hospitals and Health Care,,,,,,,,,,,,,,,,,
428,techhard.ae,"Tech Hard is an ISO – 9001: 2015 certified company that is based in Jebel Ali Free Zone, Dubai, UAE, with over two decades of experience. We are well versed in the supply of wide range of high-standard products and equipment with international approv...","10 MAR, 2023 12:27 UTC",9891,Published,الإمارات العربية المتحدة,النفط والغاز,,,,,,,,,,,,,,,,,
429,ksrsac.karnataka.gov.in,Karnataka State Remote Sensing Applications Centre (KSRSAC) was established in the year 1986 and designated as the Nodal Agency for implementation of Remote Sensing (including Photogrammetry) and GIS programmes in the State. The KSRSAC will be the re...,"21 MAR, 2023 10:35 UTC",9741,Published,,,,,,,,,,,,,,,,,,,
430,fameline.com,"Fameline is a leader in the field of innovative products for the decoration of buildings. and architectural design We're not just brand owners. But we are designers, manufacturers, distributors, and installers. We attach great importance to the produ...","13 APR, 2023 18:11 UTC",20801,Published,Κύπρος - Kıbrıs,Maritime,,,,,,,,,,,,,,,,,
431,darktrace.com,"I love dark trace, thanks for following the testing of my updates. In case you're very interested, what you've scraped is testing improvements to server-to-server communication, Poppy, would you like to go to a restaurant with me? you sexy","13 APR, 2023 00:45 UTC",23728,Published,United Kingdom,Computer and Network Security,,,,,,,,,,,,,,,,,
432,fosfa.cz,Life Science. Fosfa je nejvtm zpracovatelem lutého fosforu v Evrop. Svoje produkty vyv do vce ne 80 zem celého svta. Vyvj a vyrb vlastn adu ekologicky etrnch prostedk pée o domcnost a kosmetiky Feel eco. Provozuje prvn vertikln farmu v eské republice...,"13 APR, 2023 00:28 UTC",17642,Published,United States,International Trade and Development,,,,,,,,,,,,,,,,,
433,bcncruiseport.com,"Barcelona Cruise Port - Creuers Terminals, is composed of 5 Terminals. North and South Terminals are located in the World Trade Center, while the other three; Terminal A, Terminal B and Terminal C are located on the ""Adossat"" dock, crossing the ""Port...","13 APR, 2023 00:24 UTC",20334,Published,España,Maritime Transportation,,,,,,,,,,,,,,,,,
434,teleferico.com,"Continuando um dos passeios tradicionais e mais apreciados pelos turistas e pela população, outrora proporcionado pelo comboio do Monte, o Teleférico do Funchal oferece nos nossos dias aos seus passageiros um passeio sobre a paisagem e um panorama de...","13 APR, 2023 00:17 UTC",17542,Published,España,Restaurants,,,,,,,,,,,,,,,,,
435,conseildelentente.org,West African regional co-operation forum established,"11 APR, 2023 16:18 UTC",18347,Published,France,Business Consulting and Services,,,,,,,,,,,,,,,,,
436,servex-us.com,servex-us.com,"11 APR, 2023 16:17 UTC",17860,Published,United States,Advertising Services,,,,,,,,,,,,,,,,,
437,comacchio.com,"Comacchio has always strived to guarantee its customers the highest standards of efficiency and quality throughout the life of their equipment, from design to assembly and after-sales service. To maintain a high level of after-sales service we offer.","11 APR, 2023 16:11 UTC",18122,Published,Italia,Produzione di macchinari,,,,,,,,,,,,,,,,,
438,grouplease.co.th,"Group Lease Public Company Limited, together with its subsidiaries, provides hire purchase services and asset-backed loans to consumers in Thailand, Cambodia, Singapore, Laos, Indonesia, and Myanmar. The company offers hire purchase services and asse...","11 APR, 2023 16:10 UTC",18064,Published,ประเทศไทย,Financial Services,,,,,,,,,,,,,,,,,
439,sxi.com.ph,We take great pride in offering globally competitive solutions that are proudly Filipino-made. What drives us? Our goal is to become the bank's trusted partner for digital transformation by providing out of the box solutions that meet the evolving ne...,"07 APR, 2023 21:15 UTC",18490,Published,Nederland,Airlines and Aviation,,,,,,,,,,,,,,,,,
440,omscomponents.it,Da quarant’anni lavoriamo per farvi stare comodamente seduti. Siamo curiosi e creativi. Ci piacciono le sfide e vogliamo migliorarci ogni giorno. Questi tratti del nostro carattere guidano le nostre scelte e ci permettono di produrre per voi meccani...,"04 APR, 2023 17:37 UTC",19342,Published,Italia,Fabbricazione di macchinari industriali,,,,,,,,,,,,,,,,,
441,biosonicsinc.com,1 part of data,"04 APR, 2023 11:02 UTC",19475,Published,United States,Environmental Services,,,,,,,,,,,,,,,,,
442,dana-group.com,"We’re a multi-disciplinary behavioral health organization committed to helping our patients grow personally, socially, and professionally. We’ve been helping people from all walks of life for over 30 years. Our committed team of providers includes...","04 APR, 2023 10:59 UTC",19134,Published,الإمارات العربية المتحدة,تصنيع الآلات الصناعية,,,,,,,,,,,,,,,,,
443,vissan.com.vn,"VISSAN Joint Stock Company is one of the leading business corporations in Vietnam. Originally founded on November 20, 1970 and launched on May 18, 1974, VISSAN is proud to become one of the leading nationally recognized food producers.","04 APR, 2023 10:56 UTC",21919,Published,,Food and Beverage Manufacturing,,,,,,,,,,,,,,,,,
444,prlabs.com,all data,"04 APR, 2023 10:50 UTC",22273,Published,United States,Wellness and Fitness Services,,,,,,,,,,,,,,,,,
445,vernegroup.com,"With more than 40 years of experience, Verne Technology Group has two business divisions, Verne TELCO and Verne TECH, covering the ICT sector. A project that, emulating Jules Verne, was born with the purpose of continuing to be visionaries of the...","03 APR, 2023 20:06 UTC",23557,Published,España,Servicios de TI y consultoría de TI,,,,,,,,,,,,,,,,,
446,revvaviation.com,first part of data,"03 APR, 2023 10:05 UTC",19468,Published,United States,Airlines and Aviation,,,,,,,,,,,,,,,,,
447,wcinet.com,Last chance,"03 APR, 2023 09:50 UTC",19253,Published,United States,Advertising Services,,,,,,,,,,,,,,,,,
448,p-and-r.com,"P&R Enterprises, Inc. was founded in 1968 and is headquartered just outside Washington, D.C. in Falls Church, Virginia. P&R is a Mid-Atlantic based building services contractor. In addition, P&R continues to be a pioneer in the implementation of Gree...","01 APR, 2023 19:48 UTC",19971,Published,,Design Services,,,,,,,,,,,,,,,,,
449,ativy.com,"We build the companies of the future We have started our history as a cloud-based service provider, but soon we figured out that the sky is the limit. At Ativy, we work towards creating a more productive, efficient, and above all, more human tomorr...","31 MAR, 2023 23:24 UTC",26368,Published,Brasil,Serviços e consultoria de TI,,,,,,,,,,,,,,,,,
450,hacla.org,The Housing Authority of the City of Los Angeles (HACLA) [part2],"31 MAR, 2023 03:08 UTC",21033,Published,United States,Government Administration,,,,,,,,,,,,,,,,,
451,groupe-seche.com,"Séché Environnement SA engages in the recovery and treatment of waste products for industrial and corporate customers, and local authorities in France and internationally. more than 300 gigabytes of documents, including personal data.","30 MAR, 2023 20:26 UTC",20760,Published,France,Banking,,,,,,,,,,,,,,,,,
452,theus-industries.fr,"THEUS INDUSTRIES, est le prolongement d’un atelier de chaudronnerie créé en 1892. Elle est l’héritière de plus de cent années d’expérience dans le travail de l’acier. Tous les produits FOCUS CREATION sont fabriqués ici, à Cavaillon, au cœur du parc n...","30 MAR, 2023 14:21 UTC",24449,Published,,,,,,,,,,,,,,,,,,,
453,tharworx.com,"in three days we will lay out 3 GB, if representatives of tharworx.com company do not contact us, we will lay out another 20 GB","30 MAR, 2023 06:14 UTC",20651,Published,,Hospitals and Health Care,,,,,,,,,,,,,,,,,
454,bianchiindustry.com,UPDATE!!! ALL FILES ARE PUBLISHED!!! CHECK LINKS!!! https://dnsportals.su/WxZwfZSPV8pENMoEkBGhziD/Bv_After_Sales.zip https://dnsportals.su/WxZwfZSPV8pENMoEkBGhziD/Centralino.zip https://dnsportals.su/WxZwfZSPV8pENMoEkBGhziD/DOC_LAB.zip https://...,"29 MAR, 2023 16:12 UTC",28496,Published,Italia,Machinery Manufacturing,,,,,,,,,,,,,,,,,
455,nts.go.kr,,"29 MAR, 2023 11:07 UTC",158081,Published,Singapore,Mechanical Or Industrial Engineering,,,,,,,,,,,,,,,,,
456,nts.go.kr,National Tax Service,"29 MAR, 2023 10:57 UTC",16304,Published,Singapore,Mechanical Or Industrial Engineering,,,,,,,,,,,,,,,,,
457,piramal.com,"The Piramal Group is an Indian multinational conglomerate that has presence across various sectors such as healthcare, life sciences, drug discovery, financial services, alternative investment and real estate","27 MAR, 2023 22:23 UTC",21896,Published,India,Pharmaceutical Manufacturing,,,,,,,,,,,,,,,,,
458,errebielle.it,Errebielle S.r.l. is an Italian company specializing in the production of doors and furniture accessories. Data leak contains 34 GB,"27 MAR, 2023 17:26 UTC",18225,Published,Italia,Furniture,,,,,,,,,,,,,,,,,
459,lqtbg.com.cn,,"27 MAR, 2023 13:51 UTC",21018,Published,,,,,,,,,,,,,,,,,,,
460,ulmacarretillas.com,"With almost 40 years of experience, at ULMA Servicios de Manutención we offer the appropriate comprehensive logistics solution for all kinds of storage needs from different clients and sectors. Our in-depth knowledge of the handling and distribution...","27 MAR, 2023 08:47 UTC",24308,Published,España,"Transportation, Logistics, Supply Chain and Storage",,,,,,,,,,,,,,,,,
461,medellin.gov.co,"Medellín has become a benchmark in Colombia and the world. Its commercial, industrial, cultural, religious, social and sports activities have brought development and a friendly and promising lifestyle. Its history dates back to the 17th century, when...","27 MAR, 2023 08:45 UTC",24837,Published,India,Musicians,,,,,,,,,,,,,,,,,
462,alliedtools.com,"lhdottie.com infantino.com americandawninc.com Allied International was founded in 1962 as an import distributor of hardware products. Over the years, with our unwavering commitment to innovation, quality, value and service, we have earned the r...","27 MAR, 2023 08:41 UTC",20619,Published,United States,Retail,,,,,,,,,,,,,,,,,
463,sakrgroup.net,"Sakr Group is a leading food and beverage supplier in the Middle East, with seven major factories and distribution partnerships that span the MENA region and the whole world. Our brands are loved by millions of consumers and retailers across the glob...","27 MAR, 2023 08:38 UTC",25673,Published,,Food and Beverage Services,,,,,,,,,,,,,,,,,
464,wcso.us,"Washington County Sheriff’s Office official mobile app.We are committed to not only protecting, but also serving the citizens of Washington County with professionalism, integrity, and transparency. A part of that commitment is to provide you with the...","27 MAR, 2023 08:37 UTC",27449,Published,,Government Administration,,,,,,,,,,,,,,,,,
465,bocca-sacs.com,"Discover the food packaging specialist. Bocca-Sacs offers you paper bags, trays, labeling material and all the necessary food packaging.","27 MAR, 2023 08:34 UTC",23479,Published,France,Commerce de gros,,,,,,,,,,,,,,,,,
466,nougat-carlier.be,"For more than half a century, Carlier, a family business, has been making nougat by using the highest quality ingredients, in a wide variety of flavours. It all began in 1949: following the example of his father, a retail confectioner, Rodolphe Carli...","27 MAR, 2023 08:32 UTC",19735,Published,,,,,,,,,,,,,,,,,,,
467,mangalagroup.com,"Mangala Group, is India’s one of the leading enterprises with businesses in the seafood industry. Mangala group was established by Mr. MV Ramachandra Bhat in 1967. Today, the group has grown to be one of most well-known names in the industry producin...","27 MAR, 2023 08:28 UTC",19781,Published,India,Food Production,,,,,,,,,,,,,,,,,
468,nonson.com.vn,Non Son Fashion is the number one leading fashion for Vietnamese. Non Son is always dedicated to his work and also tries his best to offer customers the best products.,"27 MAR, 2023 08:27 UTC",23704,Published,Australia,Maritime Transportation,,,,,,,,,,,,,,,,,
469,ita-moulding-process.com,"ITA MOULDING PROCESS, specialist in wood and foam molding, offers you a complete and diversified offer. Whatever your sector of activity, ITA MOULDING PROCESS adapts to your needs by making you benefit from its expertise.","26 MAR, 2023 19:56 UTC",19653,Published,France,Services relatifs aux bâtiments,,,,,,,,,,,,,,,,,
470,giga.com.vc,"Founded in 2009, GIGA Atacado is a wholesale network with 11 stores and a Distribution Center in the state of São Paulo, present in the capital and the cities of Barueri, Carapicuíba, Cotia, Jundiaí, Guarulhos, Osasco and Várzea Paulista. It has abou...","25 MAR, 2023 21:09 UTC",20926,Published,Singapore,Telecommunications,,,,,,,,,,,,,,,,,
471,demechindia.com,"Deccan Mechanical and Chemical Industries Private Limited (DEMECH) is an ISO 9001:2015 certified company that was established in 1969 by the late Mr. K R Natu. Today, we have a trans-continental presence, serving clients both in India and overseas. O...","25 MAR, 2023 02:51 UTC",20830,Published,India,Mechanical Or Industrial Engineering,,,,,,,,,,,,,,,,,
472,precisionit.co.in,"Established in 1996, Precision provides Biometric, IoT, Cloud & Systems Integration solutions and IT Infrastructure Management Services. Precision adopts a consulting approach to address the needs of clients and has a very strong R&D and IP creation...","25 MAR, 2023 02:38 UTC",20898,Published,Argentina,IT Services and IT Consulting,,,,,,,,,,,,,,,,,
473,securens.in,"Securens has provided leading brands with various security surveillance system, safety and in-camera audit services including Alarm monitoring Services, Perimeter Intrusion detection system, in-camera virtual guard patrol, instantly detecting PPE non...","24 MAR, 2023 13:33 UTC",20900,Published,,Security and Investigations,,,,,,,,,,,,,,,,,
474,bianchiindustry.com,"We are pleased to introduce you two company www.bianchivending.com and www.bianchiindustry.com. They say these are group. Quick overview. Since it was founded in 1959, Bianchi Industry’s industrial strategy has always focused on the future. Und...","24 MAR, 2023 10:31 UTC",18395,Published,Italia,Machinery Manufacturing,,,,,,,,,,,,,,,,,
475,tecnosysitalia.eu,"Tecnosys Italia S.r.l. is a company operating throughout the national territory for over 30 years, in the creation of highly specialized software in the sectors of Real Estate Management, ERP Systems, Document Repository, Process Reengineering (BPR),...","22 MAR, 2023 21:05 UTC",19410,Published,Italia,IT Services and IT Consulting,,,,,,,,,,,,,,,,,
476,kaycan.com,"Home is where we hang our hat at the end of the day and put up our feet up after a long day’s work. It’s no wonder why we take pride in where we live and want our home to reflect our personal style. Kaycan products offer unparalleled performance, mul...","14 MAR, 2023 21:27 UTC",24391,Published,Canada,Wholesale Building Materials,,,,,,,,,,,,,,,,,
477,cabinet-paillet.fr,accountants. people trusted their personal data and no one monitored security,"21 MAR, 2023 20:42 UTC",26419,Published,France,Accounting,,,,,,,,,,,,,,,,,
478,stolt-nielsen.com,"We are the world’s largest operator of sophisticated chemical tankers, a global provider of safe storage services for bulk liquids, and the leading provider of door-to-door transportation services for bulk-liquid chemicals and food-grade products. We...","21 MAR, 2023 10:48 UTC",21484,Published,United States,"Transportation, Logistics, Supply Chain and Storage",,,,,,,,,,,,,,,,,
479,the3rivers.net,The Three Rivers Learning Trust was established in 2011 and consists of eight Schools. These schools have a long and proud history of providing an excellent education service to the local population.,"21 MAR, 2023 10:46 UTC",21062,Published,United Kingdom,Education Administration Programs,,,,,,,,,,,,,,,,,
480,bakermech.com,"Baker Mechanical Inc. is a family-oriented company that prides itself on ensuring unsurpassed customer satisfaction.Centrally located in eastern North Carolina, BMI can handle any size mechanical project in the region. BMI is dedicated to preserving...","21 MAR, 2023 10:45 UTC",20824,Published,United States,Construction,,,,,,,,,,,,,,,,,
481,roslevauto.dk,"Roslev Auto, Auto- & Traktorservice, is a reputable company that has sold, repaired and serviced cars and tractors in Roslev and the surrounding area since 1971. Behind Roslev Auto stands Kjeld Pedersen, who has been the owner and manager of the wor...","21 MAR, 2023 10:37 UTC",24451,Published,,,,,,,,,,,,,,,,,,,
482,cityofallenpark.org,first part of data,"21 MAR, 2023 10:34 UTC",20320,Published,United States,Truck Transportation,,,,,,,,,,,,,,,,,
483,stavinvest.cz,"We are a building supply store that specializes in roofing materials and services. Our products include roofing, insulation, gutters, and battens. Therefore, pretty much anything roof-related. STAV-INVEST was founded in 1992. We have come a lon...","19 MAR, 2023 14:44 UTC",21392,Published,,,,,,,,,,,,,,,,,,,
484,id-logistics.com,"After the launch in France of logistics services for mass distribution, our Group begins its international deployment with a first subsidiary in Taiwan in early 2002. This would be followed by the opening of a new country every year…","19 MAR, 2023 14:37 UTC",21822,Published,United States,"Transportation, Logistics, Supply Chain and Storage",,,,,,,,,,,,,,,,,
